HHID,HV000,HV001,HV002,HV003,HV004,HV005,HA35
      334740,ET6,334,740,1,334,1988278,0
      334765,ET6,334,765,2,334,1988278,0
      334860,ET6,334,860,2,334,1988278,0
      336 33,ET6,336,33,2,336,466125,0
      336 37,ET6,336,37,3,336,466125,0
      336 75,ET6,336,75,1,336,466125,0
      336 84,ET6,336,84,2,336,466125,0
      336107,ET6,336,107,2,336,466125,0
      336241,ET6,336,241,1,336,466125,
      336247,ET6,336,247,3,336,466125,0
      336251,ET6,336,251,1,336,466125,0
      336313,ET6,336,313,2,336,466125,0
      336333,ET6,336,333,2,336,466125,0
      336371,ET6,336,371,1,336,466125,
      336405,ET6,336,405,2,336,466125,0
      336413,ET6,336,413,2,336,466125,0
      336426,ET6,336,426,1,336,466125,0
      336490,ET6,336,490,1,336,466125,0
      336513,ET6,336,513,1,336,466125,
      336664,ET6,336,664,1,336,466125,0
      336667,ET6,336,667,1,336,466125,0
      336689,ET6,336,689,2,336,466125,0
      336708,ET6,336,708,1,336,466125,
      336728,ET6,336,728,1,336,466125,99
      336758,ET6,336,758,2,336,466125,0
      336768,ET6,336,768,1,336,466125,0
      336773,ET6,336,773,6,336,466125,0
      336802,ET6,336,802,2,336,466125,0
      336820,ET6,336,820,4,336,466125,0
      336864,ET6,336,864,1,336,466125,0
